,Name,Week_1_Touches,Week_2_Touches,Week_3_Touches,Week_4_Touches,Week_5_Touches,Week_6_Touches,Week_7_Touches,Week_8_Touches,Week_9_Touches,Week_10_Touches,Week_11_Touches,Week_12_Touches,Week_13_Touches,Week_14_Touches,Week_15_Touches,Week_16_Touches,Week_17_Touches,TOTAL_TOUCHES,AVG_TOUCHES,TOTAL_TOUCHDOWNS,Week_1_Receptions,Week_2_Receptions,Week_3_Receptions,Week_4_Receptions,Week_5_Receptions,Week_6_Receptions,Week_7_Receptions,Week_8_Receptions,Week_9_Receptions,Week_10_Receptions,Week_11_Receptions,Week_12_Receptions,Week_13_Receptions,Week_14_Receptions,Week_15_Receptions,Week_16_Receptions,Week_17_Receptions,TOTAL_RECEPTIONS,AVG_RECEPTIONS,RECEIVING_TOUCHDOWNS,Week_1_Carries,Week_2_Carries,Week_3_Carries,Week_4_Carries,Week_5_Carries,Week_6_Carries,Week_7_Carries,Week_8_Carries,Week_9_Carries,Week_10_Carries,Week_11_Carries,Week_12_Carries,Week_13_Carries,Week_14_Carries,Week_15_Carries,Week_16_Carries,Week_17_Carries,TOTAL_CARRIES,AVG_CARRIES,RUSHING_TOUCHDOWNS,CARRIES_PCT,Week_1_Snaps,Week_2_Snaps,Week_3_Snaps,Week_4_Snaps,Week_5_Snaps,Week_6_Snaps,Week_7_Snaps,Week_8_Snaps,Week_9_Snaps,Week_10_Snaps,Week_11_Snaps,Week_12_Snaps,Week_13_Snaps,Week_14_Snaps,Week_15_Snaps,Week_16_Snaps,Week_17_Snaps,TOTAL_SNAPS,AVG_SNAPS,SNAP_PCT,Week_1_Targets,Week_2_Targets,Week_3_Targets,Week_4_Targets,Week_5_Targets,Week_6_Targets,Week_7_Targets,Week_8_Targets,Week_9_Targets,Week_10_Targets,Week_11_Targets,Week_12_Targets,Week_13_Targets,Week_14_Targets,Week_15_Targets,Week_16_Targets,Week_17_Targets,TOTAL_TARGETS,AVG_TARGETS,TARGET_PCT,CATCH_PCT,Week_1_RZ_Carries,Week_2_RZ_Carries,Week_3_RZ_Carries,Week_4_RZ_Carries,Week_5_RZ_Carries,Week_6_RZ_Carries,Week_7_RZ_Carries,Week_8_RZ_Carries,Week_9_RZ_Carries,Week_10_RZ_Carries,Week_11_RZ_Carries,Week_12_RZ_Carries,Week_13_RZ_Carries,Week_14_RZ_Carries,Week_15_RZ_Carries,Week_16_RZ_Carries,Week_17_RZ_Carries,TOTAL_RZ_CARRIES,AVG_RZ_CARRIES,Week_1_RZ_Touches,Week_2_RZ_Touches,Week_3_RZ_Touches,Week_4_RZ_Touches,Week_5_RZ_Touches,Week_6_RZ_Touches,Week_7_RZ_Touches,Week_8_RZ_Touches,Week_9_RZ_Touches,Week_10_RZ_Touches,Week_11_RZ_Touches,Week_12_RZ_Touches,Week_13_RZ_Touches,Week_14_RZ_Touches,Week_15_RZ_Touches,Week_16_RZ_Touches,Week_17_RZ_Touches,TOTAL_RZ_TOUCHES,AVG_RZ_TOUCHES,Week_1_RZ_Targets,Week_2_RZ_Targets,Week_3_RZ_Targets,Week_4_RZ_Targets,Week_5_RZ_Targets,Week_6_RZ_Targets,Week_7_RZ_Targets,Week_8_RZ_Targets,Week_9_RZ_Targets,Week_10_RZ_Targets,Week_11_RZ_Targets,Week_12_RZ_Targets,Week_13_RZ_Targets,Week_14_RZ_Targets,Week_15_RZ_Targets,Week_16_RZ_Targets,Week_17_RZ_Targets,TOTAL_RZ_TARGETS,AVG_RZ_TARGETS,Week_1_RZ_Receptions,Week_2_RZ_Receptions,Week_3_RZ_Receptions,Week_4_RZ_Receptions,Week_5_RZ_Receptions,Week_6_RZ_Receptions,Week_7_RZ_Receptions,Week_8_RZ_Receptions,Week_9_RZ_Receptions,Week_10_RZ_Receptions,Week_11_RZ_Receptions,Week_12_RZ_Receptions,Week_13_RZ_Receptions,Week_14_RZ_Receptions,Week_15_RZ_Receptions,Week_16_RZ_Receptions,Week_17_RZ_Receptions,TOTAL_RZ_RECEPTIONS,AVG_RZ_RECEPTIONS
26,Tony Pollard,7.0,16.0,12.0,10.0,18.0,13.0,0.0,8.0,5.0,17.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,129.0,11.7,2.0,4.0,3.0,1.0,0.0,4.0,3.0,0.0,1.0,1.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,29.0,2.6,2.0,3.0,13.0,11.0,10.0,14.0,10.0,0.0,7.0,4.0,11.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0,9.1,1.0,37.17,20.0,21.0,29.0,18.0,31.0,26.0,0.0,19.0,24.0,32.0,22.0,31.0,0.0,0.0,0.0,0.0,0.0,273.0,24.0,34.0,4.0,3.0,1.0,0.0,4.0,3.0,0.0,1.0,2.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,31.0,2.8,7.3,93.5,0.0,1.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.5,1.0,1.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5
27,Dontrell Hilliard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,28.0,9.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,6.3,1.0,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,32.0,0.0,0.0,0.0,0.0,0.0,83.0,27.0,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,3.1,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7
28,Damien Harris,25.0,17.0,8.0,6.0,14.0,19.0,16.0,23.0,16.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,167.0,15.2,8.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.2,8.0,23.0,16.0,6.0,4.0,14.0,18.0,14.0,23.0,15.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,154.0,14.0,8.0,54.04,40.0,24.0,22.0,36.0,21.0,26.0,35.0,41.0,24.0,0.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,316.0,28.0,40.1,3.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.4,3.8,86.7,3.0,4.0,0.0,0.0,3.0,4.0,4.0,8.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,2.9,3.0,4.0,0.0,0.0,3.0,4.0,4.0,8.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
29,David Johnson,6.0,8.0,2.0,8.0,7.0,3.0,12.0,3.0,7.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,84.0,7.6,1.0,3.0,2.0,0.0,3.0,5.0,1.0,5.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,2.5,1.0,3.0,6.0,2.0,5.0,2.0,2.0,7.0,2.0,4.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,56.0,5.1,0.0,46.67,22.0,26.0,21.0,27.0,31.0,32.0,30.0,11.0,31.0,0.0,35.0,22.0,0.0,0.0,0.0,0.0,0.0,288.0,26.0,42.2,4.0,2.0,0.0,4.0,6.0,2.0,6.0,1.0,5.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,3.4,10.6,75.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3
30,J.D. McKissic,1.0,9.0,5.0,12.0,3.0,16.0,8.0,11.0,0.0,6.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,91.0,8.3,4.0,0.0,5.0,2.0,5.0,1.0,8.0,4.0,8.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,43.0,3.9,4.0,1.0,4.0,3.0,7.0,2.0,8.0,4.0,3.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,48.0,4.4,2.0,18.25,20.0,31.0,25.0,27.0,34.0,36.0,46.0,32.0,0.0,28.0,31.0,33.0,0.0,0.0,0.0,0.0,0.0,310.0,28.0,46.2,1.0,6.0,2.0,5.0,4.0,10.0,6.0,8.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,53.0,4.8,15.9,81.1,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
31,Phillip Lindsay,8.0,6.0,7.0,4.0,5.0,9.0,2.0,3.0,8.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,65.0,5.9,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,2.0,8.0,5.0,7.0,4.0,5.0,7.0,2.0,3.0,8.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,62.0,5.6,1.0,21.75,20.0,14.0,9.0,8.0,13.0,11.0,4.0,8.0,14.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,118.0,10.0,16.9,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,0.9,75.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Matt Breida,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,27.0,5.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.2,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,4.2,1.0,10.82,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,59.0,11.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.4,1.7,85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6
33,Najee Harris,17.0,15.0,28.0,21.0,25.0,30.0,0.0,29.0,25.0,30.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,248.0,22.5,7.0,1.0,5.0,14.0,6.0,2.0,6.0,0.0,3.0,3.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,52.0,4.7,7.0,16.0,10.0,14.0,15.0,23.0,24.0,0.0,26.0,22.0,26.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,196.0,17.8,5.0,87.11,58.0,53.0,79.0,48.0,42.0,63.0,0.0,62.0,59.0,76.0,52.0,36.0,0.0,0.0,0.0,0.0,0.0,628.0,57.0,82.5,3.0,5.0,19.0,7.0,5.0,7.0,0.0,3.0,3.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,67.0,6.1,15.4,77.6,2.0,1.0,0.0,1.0,3.0,4.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,3.0,1.0,4.0,1.0,3.0,5.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.5,2.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5
34,Aaron Jones,7.0,23.0,21.0,18.0,18.0,17.0,11.0,22.0,12.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,170.0,15.5,7.0,2.0,6.0,2.0,3.0,4.0,4.0,5.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.4,7.0,5.0,17.0,19.0,15.0,14.0,13.0,6.0,15.0,12.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,133.0,12.1,3.0,48.01,28.0,45.0,46.0,45.0,44.0,35.0,41.0,48.0,40.0,34.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,446.0,40.0,56.7,2.0,6.0,2.0,4.0,5.0,4.0,5.0,11.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,4.4,11.6,77.1,1.0,6.0,6.0,2.0,3.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,2.7,1.0,10.0,7.0,2.0,3.0,6.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,3.5,0.0,4.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.1,0.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.8
35,Christian McCaffrey,30.0,29.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,136.0,19.4,2.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.3,2.0,21.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,99.0,14.1,1.0,39.76,57.0,54.0,22.0,0.0,0.0,0.0,0.0,0.0,29.0,44.0,46.0,20.0,0.0,0.0,0.0,0.0,0.0,272.0,38.0,45.8,9.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,5.9,10.0,90.2,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,2.7,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4
36,Miles Sanders,19.0,14.0,5.0,10.0,16.0,11.0,7.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,108.0,12.0,0.0,4.0,1.0,3.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,2.2,0.0,15.0,13.0,2.0,7.0,11.0,9.0,6.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,88.0,9.8,0.0,36.21,47.0,39.0,35.0,47.0,50.0,43.0,12.0,0.0,0.0,0.0,36.0,22.0,0.0,0.0,0.0,0.0,0.0,331.0,36.0,55.7,5.0,2.0,4.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,2.9,7.3,76.9,0.0,1.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.3,0.0,1.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.7,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3
37,Nick Chubb,17.0,12.0,22.0,22.0,22.0,0.0,0.0,17.0,16.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,162.0,18.0,7.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,1.3,7.0,15.0,11.0,22.0,21.0,21.0,0.0,0.0,16.0,14.0,0.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,150.0,16.7,6.0,50.85,31.0,35.0,40.0,37.0,40.0,0.0,0.0,33.0,27.0,0.0,42.0,30.0,0.0,0.0,0.0,0.0,0.0,315.0,35.0,40.3,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,1.6,3.9,85.7,6.0,2.0,4.0,6.0,6.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.2,6.0,2.0,4.0,6.0,6.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
38,Alexander Mattison,2.0,4.0,32.0,10.0,32.0,3.0,0.0,4.0,5.0,5.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,109.0,9.9,2.0,1.0,1.0,6.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,1.9,2.0,1.0,3.0,26.0,10.0,25.0,3.0,0.0,2.0,4.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,88.0,8.0,1.0,33.72,9.0,13.0,51.0,23.0,44.0,12.0,0.0,8.0,9.0,12.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,215.0,19.0,28.1,1.0,1.0,8.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,2.3,6.1,84.0,0.0,2.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,1.6,0.0,2.0,5.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,1.9,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3
39,Austin Walter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Kenyan Drake,11.0,12.0,11.0,1.0,2.0,6.0,17.0,0.0,10.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,91.0,8.3,3.0,5.0,5.0,3.0,0.0,0.0,2.0,3.0,0.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,2.6,3.0,6.0,7.0,8.0,1.0,2.0,4.0,14.0,0.0,4.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,62.0,5.6,2.0,28.7,41.0,47.0,36.0,20.0,12.0,12.0,26.0,0.0,31.0,17.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,273.0,24.0,37.0,5.0,6.0,6.0,0.0,1.0,2.0,3.0,0.0,8.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,3.5,9.2,76.3,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,1.1,0.0,3.0,3.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5
41,Rhamondre Stevenson,2.0,0.0,0.0,0.0,11.0,8.0,0.0,9.0,12.0,24.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,88.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.5,3.0,1.0,0.0,0.0,0.0,11.0,5.0,0.0,8.0,10.0,20.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,76.0,9.5,3.0,26.67,5.0,0.0,0.0,0.0,22.0,18.0,0.0,12.0,17.0,37.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,153.0,19.0,19.4,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.9,3.8,80.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,2.1,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
